Pipe ID ,Pipe Identification,Pipe Diameter,Pipe Material,Pipe Roughness,Pipe Construction Year,Age ,Pipe Measured Length,Degradation rate,Effect factor,X_Coordinates,Y_Coordinates,Elevation_(m) with Sea level,BREAK_DATE,BREAK_YEAR,XCOORD,YCOORD,Break_Count,Pipe Location Description
10176,LN107000,200,DIP,145,1974,16,26.21793172,0.75,-0.542857143,-79.48793133,43.63736643,87,1/30/2014,2014,305733.855,4832772.095,1,MANSE RD
11233,LN2002196,300,DIP,135,1981,16,18.4,2,-0.68,-79.29978191,43.71179021,141,7/5/1991,1991,320916.219,4841119.004,1,THE KINGSWAY
26730,LN103640,150,CI,135,1956,16,123.4,2,-0.68,-79.53913406,43.63739118,129,11/15/2000,2000,301631.242,4832837.981,1,GAYLORD DR
3002,LN63467,300,DIP,145,1966,18,256.09,0.75,-0.485714286,-79.30678116,43.67701102,96,3/2/2015,2015,320355.457,4837246.229,1,INTERNATIONAL BLVD
28204,LN4033054,150,CI,135,1946,18,58.6,2,-0.64,-79.3920839,43.75252739,163,12/12/1993,1993,313476.921,4845629.417,1,KIMBARK BLVD
15986,LN1354674,300,CI,135,1909,19,305.2,1,-0.62,-79.41669402,43.72208515,174,1/4/1997,1997,311490.582,4842238.838,1,LN N TYRREL W CHRISTIE
22624,LN4006272,150,CI,145,1951,19,2.5,0.75,-0.457142857,-79.50212923,43.7371876,169,12/12/2006,2006,304616.858,4843916.204,1,YVONNE AVE
6998,LN106981,200,AC,135,1963,20,22.5,2,-0.6,-79.56855816,43.66323192,140.0310991,8/25/1994,1994,299265.467,4835704.831,1,POPLAR RD
8432,LN2005254,150,CI,135,1949,20,11.9,2,-0.6,-79.40151866,43.6798599,128,2/4/2004,2004,312722.467,4837557.733,1,EVANS AVE
10545,LN2452725,150,CI,135,1950,20,223,2,-0.6,-79.44338288,43.66259747,114,1/22/1998,1998,309348.571,4835629.262,1,ROMNEY RD
10604,LN2452330,150,CI,140,1955,20,79.5,1,-0.6,-79.47946144,43.70369214,151.712748,8/5/1992,1992,306452.064,4840202.258,1,AVERY AVE
12281,LN1000050,300,CI,140,1907,20,120.4,1.5,-0.6,-79.51912565,43.66212204,125,1/30/2015,2015,303247.099,4835559.733,1,QUEEN ST E
18468,LN1352996,300,CI,135,1931,20,243.8044937,2,-0.6,-79.34701078,43.66278528,83,7/1/1990,1990,317124.122,4835656.576,1,DAVENPORT RD
19570,LN2004755,200,PVC,135,1985,20,4.4,2,-0.6,-79.39822295,43.79455973,176,12/27/1995,1995,312974.757,4850290.7,1,CODLIN CRES
22794,LN2447080,300,CI,135,1957,20,59.1,2,-0.6,-79.34249579,43.67295071,103,2/6/2008,2008,317481.365,4836802.436,1,RANGOON RD
23266,LN1358368,150,CI,135,1923,20,7.8,2,-0.6,-79.27369608,43.73077617,156,1/6/2009,2009,323014.659,4843229.266,1,EGLINTON AVE W
23937,LN103377,150,CI,135,1957,20,38.5,2,-0.6,-79.38426341,43.67081235,116,2/4/1993,1993,314120.529,4836564.236,1,DANUBE DR
27333,LN1021423,150,CI,145,1911,20,2.2,0.75,-0.428571429,-79.58102631,43.71399507,167,6/21/1994,1994,298262.359,4841327.239,1,RHODES AVE
28298,LN3009060,150,CI,135,1929,20,67.32,2,-0.6,-79.30223623,43.7404044,167,2/23/1993,1993,320711.589,4844291.243,1,VICTORIA PARK AVE
28824,LN4024171,150,CI,135,1956,20,95.5,2,-0.6,-79.35411766,43.6598173,80.83673156,3/3/2011,2011,316546.5,4835328.5,1,LIMERICK AVE
1713,LN19058,150,PVC,145,2005,21,3.7,0.75,-0.4,-79.52359951,43.64553928,121,11/21/1997,1997,302871.249,4833731.137,1,SUMMER DR
2576,LN1003472,150,CI,145,1921,21,27.40138385,0.75,-0.4,-79.55122315,43.68283913,156,3/15/1998,1998,300653.056,4837880.519,1,CARLAW AVE
6221,LN1355269,150,CI,135,1922,21,8.1,2,-0.58,-79.51240435,43.61048996,98.01939091,1/4/1999,1999,303781.192,4829838.487,1,ELM RD
7971,LN1358529,150,CI,135,1884,21,246.7,2,-0.58,-79.39461654,43.76505853,173,3/6/2010,2010,313273.682,4847001.906,1,BOULTON AVE
16052,LN4032991,300,PVC,145,1987,21,145.2,0.75,-0.4,-79.38797222,43.70890707,158,11/2/2001,2001,313807.391,4840768.823,1,York Gate Blvd
24013,LN1358963,150,CI,135,1912,21,302.5,2,-0.58,-79.42616895,43.77493903,184,1/5/2016,2016,310717.328,4848108.374,1,HIGHBOURNE RD
25905,LN1357924,200,CI,135,1963,21,12.2,2,-0.58,-79.32104114,43.77120915,173,1/28/1990,1990,319193.321,4847708.243,1,LOGAN AVE
31783,LN4028331,150,DIP,135,1977,21,295.9,2,-0.58,-79.46673604,43.63790996,77.26390492,1/7/1997,1997,307461.415,4832897.717,1,MARCELLINE CRES
3717,LN1353714,300,PVC,145,1986,22,56.5,0.5,-0.45,-79.38117498,43.7214374,152,1/12/2004,2004,314359.811,4842161.815,1,ROSEMOUNT AVE
7699,LN2451196,200,UNK,135,1966,22,106.6259861,2,-0.56,-79.4474987,43.70441874,173,12/18/1994,1994,309028.314,4840279.456,1,ORPINGTON CRES
16329,LN1354724,150,CI,135,1919,22,117.7,2,-0.56,-79.38980706,43.70107438,156,2/3/2000,2000,313666.469,4839906.528,1,ARDAGH ST
18593,LN100501,200,DIP,140,1967,22,44.82,1.5,-0.56,-79.54905046,43.69308031,150,1/16/2015,2015,300825.517,4839014.698,1,HUNTINGWOOD DR
18841,LN4027013,150,CI,135,1952,22,204.9,2,-0.56,-79.4686452,43.66550278,118,11/17/1995,1995,307312.755,4835948.961,1,DALLAS RD
20055,LN18973,150,PVC,135,2005,22,506.9,2,-0.56,-79.39516528,43.6454857,87,2/9/1997,1997,313236.69,4833748.508,1,LARWOOD BLVD
23435,LN17379,300,DICL,135,2001,22,52.4,2,-0.56,-79.34434475,43.67743234,114,10/17/2007,2007,317331.263,4837300.167,1,ADELAIDE ST E
24086,LN4022391,150,DIP,135,1965,22,244.8,2,-0.56,-79.5378215,43.63848431,129,4/1/2009,2009,301738.046,4832934.83,1,STARVIEW DR
26680,LN16483,200,DICL,135,2003,22,120.5,2,-0.56,-79.33905875,43.78471138,182.0794385,1/14/2003,2003,317735.773,4849222.14,1,EASTBOURNE AVE
27397,LN1012407,150,CI,135,1914,22,8.7,2,-0.56,-79.52341027,43.63775344,117,1/21/2008,2008,302883.527,4832856.453,1,PLEASANT BLVD
1041,LN19097,150,PVC,145,2003,23,99.9,0.75,-0.342857143,-79.393507,43.76977312,176,1/8/1994,1994,313367.822,4847543.47,1,HAILEYBURY DR
1624,LN3092,150,PVC,145,2003,23,14.40395697,0.75,-0.342857143,-79.5519963,43.66033507,141,3/28/1994,1994,300590.527,4835379.977,1,NORTHLAND AVE
7901,LN1356077,300,DICL,135,1974,23,177.3831734,2,-0.54,-79.25827389,43.76216529,160.3500871,1/16/1994,1994,324247.658,4846709.436,1,JONES AVE
8475,LN1014489,150,CI,135,1910,23,9.3,2,-0.54,-79.3947892,43.6900587,149,4/7/1993,1993,313269.563,4838685.369,1,INDIAN RD
9560,LN4031550,150,CI,135,1964,23,158,2,-0.54,-79.6020683,43.74995194,164,1/15/1991,1991,296554.344,4845347.659,1,DEBBY CRT
10512,LN4021268,150,CI,135,1952,23,151.82,2,-0.54,-79.36924909,43.71799941,136,1/5/2000,2000,315321.636,4841785.076,1,TUMPANE ST
10682,LN18990,200,DIP,135,1983,23,48.4,2,-0.54,-79.52267591,43.69331246,144,12/17/2003,2003,302949.584,4839038.924,1,LAWRENCE AVE E
12589,LN104676,150,CI,140,1964,23,214.9,1.5,-0.54,-79.3381441,43.73837021,135,2/20/1997,1997,317822.896,4844055.743,1,BERKHAM RD
12598,LN2003810,300,CI,145,1955,23,75.26,0.75,-0.342857143,-79.27948643,43.70328267,146,10/25/1997,1997,322555.413,4840171.236,1,RENFORTH DR
14723,LN2453100,150,CI,135,1950,23,139.4,2,-0.54,-79.30220149,43.77368363,179,2/20/1991,1991,320706.931,4847990.708,1,LOMA RD
15056,LN1351440,600,CI,145,1914,23,200.1,0.75,-0.342857143,-79.61415167,43.7453619,171,9/12/1999,1999,295591.103,4844827.723,1,NIAGARA ST
15064,LN4023911,150,CI,115,1955,23,222.34,1,-0.425,-79.37735662,43.71098112,145,10/9/2014,2014,314731.417,4840922.13,1,PRINCESS AVE
15075,LN2447288,150,CI,135,1945,23,272.1,2,-0.54,-79.59745003,43.74105791,164,10/7/1991,1991,296945.066,4844340.286,1,STRATH AVE
21226,LN1001441,300,CI,145,1918,23,160.3,0.75,-0.342857143,-79.3465074,43.73046466,143,1/21/1992,1992,317147.266,4843184.087,1,CHERRY ST
23402,LN3008121,150,CI,140,1922,23,87.1,1.5,-0.54,-79.3540539,43.69543732,105.1060805,8/9/2006,2006,316553.363,4839286.092,1,MORTIMER AVE
23632,LN1359146,300,CI,145,1907,23,99.2,0.75,-0.342857143,-79.3584602,43.65556944,80,7/31/2000,2000,316202.139,4834857.496,1,QUEEN ST E
24432,LN2445382,150,UNK,140,1968,23,28.7,1,-0.54,-79.37887641,43.65434744,89.95570436,1/21/2003,2003,314562.948,4834719.841,1,WICKHAM CRT
24723,LN100708,200,CI,135,1925,23,290.9,2,-0.54,-79.4849633,43.65894046,117,1/13/2004,2004,305992.438,4835228.346,1,KINGSTON RD
25295,LN105062,200,DIP,135,1970,23,149.3,2,-0.54,-79.41119406,43.79157989,188,3/10/2009,2009,311943.235,4849966.956,1,HOLMFIRTH TER
26279,LN2445410,300,CI,145,1953,23,340.2,0.75,-0.342857143,-79.56557698,43.72130765,153,3/22/2005,2005,299507.203,4842168.113,1,BURNHAMTHORPE RD
26815,LN1354980,150,CI,135,1915,23,213.35,2,-0.54,-79.45174819,43.71294359,178,12/24/2001,2001,308685.483,4841227.183,1,WILLOW AVE
27330,LN1351245,150,CICL,135,1908,23,263.3,2,-0.54,-79.57829179,43.70760352,163,1/2/2006,2006,298471.903,4840630.739,1,HIGH PARK AVE
29167,LN4022992,150,CI,135,1959,23,258.7,2,-0.54,-79.51384121,43.68174989,120,10/24/2013,2013,303690.552,4837762.094,1,SHOULDICE CRT
30747,LN1370369,150,CI,135,1908,23,11.3,2,-0.54,-79.54951751,43.68104228,153,11/16/2001,2001,300796.296,4837686.692,1,SORAUREN AVE
31217,LN1018052,150,CI,135,1876,23,37,2,-0.54,-79.4039432,43.66674319,114,10/26/1992,1992,312527.949,4836103.833,1,SACKVILLE ST
32332,LN1009262,150,CI,140,1908,23,8.4,1.5,-0.54,-79.5331064,43.6363184,120,1/19/1991,1991,302113.237,4832707.984,1,LAUGHTON AVE
32814,LN2444180,150,DIP,145,1980,23,0.1,0.75,-0.342857143,-79.51573589,43.69254296,123,1/21/2002,2002,303521.25,4838936.269,1,COLLANUS CRT
32973,LN1648,150,CI,130,1922,23,96.4,1,-0.425,-79.39826208,43.78892751,179,3/14/2015,2015,312964.873,4849667.894,1,SCHELL AVE
2436,LN4031730,150,PVC,145,1995,24,96,0.75,-0.314285714,-79.22214273,43.76922577,148,2/5/1994,1994,327151.914,4847510.694,1,CLARKHILL ST
3292,LN1365330,300,CI,140,1876,24,60.1,1.5,-0.52,-79.37576134,43.77149074,162,1/6/2001,2001,314788.016,4847720.689,1,DUNDAS ST E
3792,LN2447155,150,CI,130,1940,24,112.8,1,-0.4,-79.19763866,43.74353947,125,8/29/1993,1993,329138.679,4844659.994,1,KINGSWAY CRES
5570,LN4039225,200,CI,135,1974,24,214.2,2,-0.52,-79.52181875,43.66411324,129,8/30/1999,1999,303032.515,4835791.347,1,AVENUE RD
6292,LN2447530,300,CI,135,1958,24,86.85,2,-0.52,-79.44158506,43.72398453,184.7791698,11/3/1995,1995,309498.755,4842452.322,1,SIGMONT RD
7643,LN1357235,150,CI,140,1915,24,73.3,1.5,-0.52,-79.37335464,43.79076795,150,6/18/1991,1991,314976.699,4849855.78,1,WOODALE AVE
8816,LN2448635,150,CI,140,1953,24,152.5,1.5,-0.52,-79.1632946,43.77106483,105,12/15/1992,1992,331891.751,4847727.404,1,LEAMINGTON AVE
11770,LN10305,150,PVC,135,1992,24,19.3,2,-0.52,-79.56212011,43.67985868,158,12/6/1996,1996,299776.788,4837544.69,1,VARSITY RD
11845,LN100419,200,DIP,135,1972,24,220.39,2,-0.52,-79.54101664,43.67033712,154,2/11/2013,2013,301466.186,4836478.928,1,BROOKMILL BLVD
16104,LN12814,150,CI,135,1920,24,75.7,2,-0.52,-79.49181988,43.70556386,125,11/21/1995,1995,305438.608,4840417.536,1,ARLINGTON AVE
17664,LN1359735,300,CI,135,1927,24,126.7,2,-0.52,-79.35687118,43.78491424,162.330746,6/12/1990,1990,316302.016,4849234.969,1,ORIOLE PKWY
17821,LN3008676,150,CI,140,1921,24,79.5,1.5,-0.52,-79.44416072,43.73959642,186.4477959,11/9/1994,1994,309272.075,4844182.192,1,OAK PARK AVE
19781,LN1358507,300,CI,140,1910,24,118.9,1.5,-0.52,-79.36003345,43.78135537,147,11/14/1991,1991,316040.458,4848836.533,1,DUFFERIN ST
20119,LN3007717,300,CI,135,1921,24,65.7,2,-0.52,-79.27578539,43.71564376,149,2/6/1994,1994,322850.462,4841545.769,1,WOODBINE AVE
20576,LN106047,200,PVC,135,,24,73.8,2,-0.52,-79.30189596,43.68820053,129.3489253,12/20/2012,2012,320748.748,4838489.829,1,PENNYHILL DR
21735,LN4034290,300,CI,135,1962,24,130.4,2,-0.52,-79.34451579,43.77361407,173,1/22/2005,2005,317302.318,4847988.029,1,BRAHMS AVE
21918,LN1354565,150,CI,135,1911,24,84.5,2,-0.52,-79.30140821,43.70237586,125,1/19/2001,2001,320788.162,4840073.352,1,PLAYTER CRES
22327,LN4036294,150,PVC,135,1992,24,108,2,-0.52,-79.32453711,43.81387739,185,4/7/1995,1995,318899.844,4852450.323,1,RUSTIC RD
22368,LN1350069,150,CI,140,1876,24,63.5,1.5,-0.52,-79.56259464,43.68071203,158,1/2/1994,1994,299737.786,4837641.867,1,ST JAMES AVE
23421,LN4019265,150,CI,135,1953,24,96.2,2,-0.52,-79.33109608,43.76536353,171,2/27/2015,2015,318385.76,4847047.46,1,SANDRINGHAM DR
23472,LN104662,150,CI,135,1958,24,70.70166827,1,-0.52,-79.23379486,43.78186075,149.4597686,2/10/1990,1990,326211.223,4848913.061,1,EASTPARK BLVD
25501,LN4031082,300,CI,140,1980,24,16,1.5,-0.52,-79.37846117,43.69529182,145,3/4/2011,2011,314580.157,4839249.446,1,WILLOWDALE AVE
25664,LN2005947,500,SP,135,1954,24,59.4,2,-0.52,-79.4306574,43.64766173,98,8/3/2013,2013,310393.702,4833971.016,1,ISLINGTON AVE
25941,LN105485,200,CI,135,1958,24,46.89,2,-0.52,-79.37114237,43.7622492,163,1/28/1991,1991,315169.125,4846707.037,1,ORTON PARK RD
27550,LN110579,150,PVC,135,1995,24,20,2,-0.52,-79.1409423,43.77868357,89,4/18/2005,2005,333687.288,4848587.739,1,GOLDENE WAY
28277,LN2450094,150,CI,145,1948,24,114.34,0.75,-0.314285714,-79.32949608,43.6614574,76,11/26/1991,1991,318536.794,4835530.566,1,RENOWN RD
28933,LN1351381,150,CICL,145,1919,24,196.9,0.75,-0.314285714,-79.5429075,43.59573334,97,1/10/1990,1990,301333.43,4828206.017,1,WEBB AVE
29218,LN14883,250,PVC,135,2007,24,217.6,2,-0.52,-79.38671285,43.66778524,112,11/11/1991,1991,313918.422,4836213.376,1,BAYVIEW AVE
29637,LN100164,150,CI,135,1961,24,145.4,2,-0.52,-79.22296826,43.7730645,154,1/24/1998,1998,327091.339,4847946.917,1,MARILAKE DR
30978,LN4019026,150,DIP,135,1966,24,248.7,2,-0.52,-79.3098027,43.74186676,168.4188067,5/4/2001,2001,320097.514,4844466.359,1,MINTWOOD DR
31455,LN1013300,300,CI,135,1927,24,86.7,2,-0.52,-79.56711002,43.65972691,145,12/25/2008,2008,299383.594,4835317.718,1,DEFOREST RD
1394,LN14776,200,PVC,145,2001,25,154.83,0.75,-0.285714286,-79.51548829,43.62974151,112,12/12/2005,2005,303535.132,4831978.674,1,HEATH ST E
1877,LN17065,150,PVC,145,2001,25,9.5,0.75,-0.285714286,-79.42061339,43.63834072,87,3/3/2005,2005,311203.003,4832940.611,1,MENDOTA RD
3354,LN4025538,150,CI,145,1955,25,330.7,0.75,-0.285714286,-79.39459628,43.7650723,173,3/6/2010,2010,313273.682,4847001.906,1,CEDARBANK CRES
5904,LN2447638,200,DIP,135,1969,25,205.1,2,-0.5,-79.32721608,43.80501321,186,8/27/1998,1998,318689.973,4851453.854,1,WINDSOR ST
6201,LN4009917,150,CI,135,1955,25,91.4,2,-0.5,-79.37174354,43.69658971,144,1/5/2003,2003,315123.493,4839409.27,1,DELLBANK RD
7903,LN120030,150,PVC,145,1987,25,194.8,0.75,-0.285714286,-79.51136391,43.65061226,118,11/17/2004,2004,303868.282,4834294.108,1,HIGHBRIDGE PL
8692,LN105481,200,CI,135,1958,25,146.93,2,-0.5,-79.37005103,43.71346517,135,12/29/2000,2000,315258.946,4841288.507,1,ORTON PARK RD
8715,LN2259,300,CI,135,1968,25,87.9,2,-0.5,-79.30808131,43.70486294,125,1/6/1992,1992,320257.183,4840324.828,1,BUTTONWOOD AVE
8789,LN2004984,200,DIP,135,1966,25,91.1,2,-0.5,-79.18915177,43.76779713,127,4/25/2004,2004,329807.606,4847365.011,1,KIPLING AVE
10510,LN4033741,300,CI,135,1958,25,73.7,2,-0.5,-79.52385558,43.62367071,110,11/15/1993,1993,302860.641,4831304.66,1,CACTUS AVE
11407,LN1357274,150,CI,135,1898,25,24,2,-0.5,-79.29850151,43.71452139,148,9/20/2002,2002,321017.624,4841428.456,1,GREENWOOD AVE
11613,LN2447866,200,CI,145,1961,25,362.2,0.75,-0.285714286,-79.53753326,43.64702433,130,2/9/2004,2004,301748.357,4833896.307,1,BELVIA RD
15054,LN105123,300,CI,135,1951,25,430,2,-0.5,-79.38466024,43.78460888,171.3573575,1/2/2001,2001,314068.271,4849188.022,1,EGLINTON AVE E
15076,LN1015553,150,CICL,135,1930,25,33.5,2,-0.5,-79.3315736,43.68602374,117,2/15/2005,2005,318367.782,4838228.391,1,ELLIS PARK RD
15677,LN100176,150,CI,140,1925,25,764.2,1.5,-0.5,-79.47620934,43.67618223,119,11/24/1998,1998,306701.174,4837139.226,1,Windsor Ave
18370,LN1009220,150,CI,135,1908,25,60.1,2,-0.5,-79.40614365,43.698858,155,5/22/2001,2001,312359.93,4839661.439,1,DAVENPORT RD
20189,LN1357842,150,CI,135,1930,25,91.5,2,-0.5,-79.38001526,43.70799894,156,1/21/2002,2002,314455.666,4840679.643,1,BRUNSWICK AVE
21489,LN1010559,150,CI,135,1914,25,41.3,2,-0.5,-79.18777591,43.76585605,124,1/7/1996,1996,329919.949,4847153.979,1,ALBERTA AVE
22706,LN1020772,300,CI,135,1930,25,6.9,2,-0.5,-79.56260835,43.61253561,111,6/17/1992,1992,299731.088,4830069.118,1,DEWBOURNE AVE
24238,LN4018008,150,CI,135,1954,25,111.7,2,-0.5,-79.52596222,43.71900358,134,11/28/2013,2013,302694.069,4841948.496,1,WINCHFIELD PL
25221,LN101600,300,CI,135,1968,25,349.2,2,-0.5,-79.3227,43.7808625,180,1/10/1995,1995,319052.102,4848799.352,1,MIDLAND AVE
25952,LN105428,150,CI,135,1958,25,88.25,2,-0.5,-79.37122233,43.76499079,160,12/19/1992,1992,315161.402,4847014.995,1,GOLFHAVEN DR
26335,LN2445954,300,CI,135,1966,25,226.5,2,-0.5,-79.28682386,43.75873412,171,1/17/1999,1999,321942.443,4846341.485,1,SILVERSTONE DR
27891,LN12437,150,CI,135,1943,25,150.7,2,-0.5,-79.52705832,43.6561144,131,12/8/1993,1993,302601.353,4834907.459,1,MIRANDA AVE
29204,LN1354194,150,CI,115,1876,25,104.4,1,-0.375,-79.52983649,43.65919675,141,1/3/1992,1992,302379.608,4835256.484,1,WINCHESTER ST
29359,LN2450877,200,CI,135,1925,25,162.7,2,-0.5,-79.35937395,43.7361466,142,2/23/2001,2001,316117.313,4843816.596,1,MONTGOMERY RD
30793,LN16144,150,CI,135,1901,25,34.4,2,-0.5,-79.49580896,43.75642234,181,12/27/1998,1998,305129.525,4846058.129,1,GIBSON AVE
126,LN4035999,400,PVC,145,2000,26,501.3,0.75,-0.257142857,-79.40379316,43.79004166,183.312012,5/8/1999,1999,312534.058,4849795.015,1,CUMMER AVE
625,LN4037219,150,PVC,145,2000,26,58.5,0.75,-0.257142857,-79.36634169,43.75508047,155,1/12/2007,2007,315541.829,4845924.603,1,DOUBLETREE RD
3814,LN2452707,150,CI,145,1953,26,77,0.75,-0.257142857,-79.54456822,43.65525533,140,1/27/1994,1994,301185.754,4834812.565,1,FALUDON CRT
5300,LN1352334,300,CI,135,1915,26,187.8,2,-0.48,-79.43645255,43.70511941,175,1/22/1992,1992,309902.853,4840353.323,1,LYTTON BLVD
5659,LN12313,300,CI,140,1914,26,196.8231777,1.5,-0.48,-79.35036188,43.64256324,76.88304253,4/27/2009,2009,316853.759,4833418.216,1,JANE ST
7532,LN3008034,150,CI,140,1928,26,154.9,1.5,-0.48,-79.19768142,43.75907434,134,1/5/1993,1993,329128.414,4846391.914,1,BURNHAM RD
8959,LN13018,300,CI,140,1962,26,355.7,1.5,-0.48,-79.39576295,43.76841437,178,11/21/1995,1995,313188.22,4847392.859,1,ELLINS AVE
9371,LN1354248,300,CI,140,1909,26,127.5,1,-0.48,-79.36833958,43.69073849,124,11/16/2007,2007,315402.294,4838780.021,1,ST CLAIR AVE W
9996,LN103745,300,CI,145,1956,26,13.8,0.75,-0.257142857,-79.4001506,43.64714327,91,8/12/1993,1993,312852.802,4833919.402,1,MIDLAND AVE
11156,LN15883,150,CI,145,1953,26,49.5,0.75,-0.257142857,-79.37118079,43.76230491,163,1/28/1991,1991,315169.125,4846707.037,1,WOODWARD AVE
12820,LN3001068,150,CI,135,1949,26,10.9,2,-0.48,-79.31154792,43.80297524,181,10/22/1990,1990,319956.269,4851248.974,1,LEACREST RD
13232,LN1354263,150,CI,140,1930,26,90.68,1.5,-0.48,-79.23261413,43.74167956,161,7/20/1991,1991,326316.448,4844462.662,1,LANGTON AVE
13396,LN105442,150,CI,135,1961,26,66.4,2,-0.48,-79.53751803,43.74338772,144,11/25/1998,1998,301765.831,4844585.085,1,SAMSON CRES
13717,LN4022370,150,CI,135,1952,26,112.9,2,-0.48,-79.21471189,43.77160369,155,10/28/2006,2006,327742.389,4847774.757,1,GLENDORA AVE
14598,LN10921,150,PVC,135,1991,26,300.9,2,-0.48,-79.55132667,43.64105719,137.3827643,12/31/2001,2001,300644.829,4833237.18,1,LN W RUNNYMEDE N DUNDAS
15035,LN1016123,300,CI,135,1889,26,68.7,2,-0.48,-79.58972496,43.75303278,160,4/20/1993,1993,297560.541,4845679.791,1,YONGE ST
15558,LN4034838,300,CI,135,1971,26,417.6,2,-0.48,-79.5343783,43.59100279,83,2/6/1991,1991,302018.526,4827677.401,1,STEELES AVE E
15890,LN18288,150,CI,140,1923,26,50.8,1.5,-0.48,-79.59720446,43.73885976,164.904527,3/25/2014,2014,296947.61,4844124.641,1,MORSE ST
17437,LN2451731,150,CI,135,1969,26,119,2,-0.48,-79.26253244,43.7579395,163,2/1/1998,1998,323906.665,4846247.248,1,MILKWOOD AVE
19420,LN10660,150,CI,135,1918,26,102,2,-0.48,-79.36618964,43.71032301,132,3/3/2015,2015,315572.423,4840922.737,1,EVERSFIELD RD
19880,LN2445947,200,CI,135,1959,26,419.6,1,-0.48,-79.55896942,43.62592357,123,7/6/1993,1993,300024.773,4831554.515,1,GREENSBORO DR
21143,LN106962,200,AC,135,1952,26,125.8,2,-0.48,-79.54398105,43.59836992,100,4/12/2010,2010,301225.91,4828491.672,1,MORNINGSIDE AVE
22917,LN4019877,150,CI,135,1954,26,90.3,2,-0.48,-79.43695375,43.72770907,181,10/25/1991,1991,309874.694,4842868.331,1,DIANA DR
23425,LN2449182,150,DIP,135,1976,26,85.3,2,-0.48,-79.3236506,43.76460329,175,7/23/1995,1995,318992.46,4846986.599,1,SULTAN POOL DR
25347,LN1369786,300,CI,135,1928,26,283,1,-0.48,-79.31697774,43.76198191,174,2/5/1999,1999,319525.636,4846688.824,1,DOUGLAS DR
26254,LN423,300,CI,135,1901,26,4.8,2,-0.48,-79.29520018,43.79917645,183,2/14/1993,1993,321268.197,4850811.358,1,JANE ST
27085,LN16919,150,CI,135,1919,26,254.48,2,-0.48,-79.24328414,43.76603218,168,3/3/2007,2007,325451.275,4847168.05,1,LAPP ST
27209,LN100852,150,CI,135,1956,26,314.9,2,-0.48,-79.50000574,43.6202238,98,7/17/2003,2003,304785.711,4830917.065,1,STAMFORD SQ S
27722,LN1360565,150,CI,135,1877,26,117.3,2,-0.48,-79.41275946,43.76935315,176,9/4/2013,2013,311814.761,4847507.988,1, FOXLEY ST
28935,LN2444539,300,CI,135,1962,26,65.53226227,2,-0.48,-79.53059049,43.7004849,140,10/23/2010,2010,302326.771,4839821.399,1,MARKLAND DR
29117,LN11095,150,CI,145,1925,26,343.8,0.75,-0.257142857,-79.5479319,43.60748773,108,1/30/2014,2014,300893.646,4829509.17,1,TYRONE AVE
29289,LN101716,150,AC,135,1950,26,194.7,2,-0.48,-79.34747479,43.6858162,119,3/4/2011,2011,317089.072,4838219.817,1,LINWOOD AVE
29290,LN1004582,150,CICL,135,1913,26,4.2,2,-0.48,-79.3474348,43.68570453,119,3/4/2011,2011,317089.072,4838219.817,1,ROSEWELL AVE
29778,LN1359544,150,CI,135,1931,26,287.3,2,-0.48,-79.40707373,43.79348437,188,2/8/2010,2010,312266.058,4850184.322,1,ROSELAWN AVE
29905,LN2424010,150,CI,135,1923,26,2.1,2,-0.48,-79.42494057,43.75957677,176,5/24/2013,2013,310835.053,4846426.212,1,LAKE CRES
29942,LN4031801,300,PVC,135,1988,26,22,2,-0.48,-79.3563078,43.74561485,137,2/16/1996,1996,316357.481,4844866.076,1,FALSTAFF AVE
30361,LN1352573,300,CI,135,1886,26,76.7,2,-0.48,-79.13397992,43.78643844,82,11/19/2010,2010,334241.725,4849464.48,1,GERRARD ST E
30714,LN1351064,200,CI,135,1925,26,426.4,2,-0.48,-79.30005847,43.79952254,184,2/6/2013,2013,320881.462,4850862.198,1,BAYVIEW AVE
30731,LN10893,300,CI,135,1928,26,93.5,2,-0.48,-79.48956399,43.75120782,184,2/22/2006,2006,305625.653,4845459.298,1,LYON CRT
1992,LN1803,600,CI,145,1916,27,96.6,0.75,-0.228571429,-79.447954,43.75247044,189.6174206,1/4/1991,1991,308974.115,4845627.549,1,EGLINTON AVE W
3563,LN2005825,150,CI,145,1925,27,85.6,0.75,-0.228571429,-79.31055792,43.70531599,125,1/14/2014,2014,320030.845,4840388.254,1,EVANS AVE
3889,LN107157,150,DICL,145,1970,27,567.9,0.75,-0.228571429,-79.20816071,43.77316756,143,11/30/1993,1993,328280.006,4847953.821,1,HOLMCREST TRL
4182,LN4032274,200,CI,145,1952,27,106.5,0.75,-0.228571429,-79.51874234,43.72228545,127,6/7/1992,1992,303275.63,4842259.997,1,HEATHCOTE AVE
11029,LN2005077,400,UNK,135,1957,27,4.6,1,-0.46,-79.35155821,43.67426391,113,11/27/2015,2015,316743.12,4836932.559,1,MARTIN GROVE RD
11093,LN105469,150,DIP,135,1960,27,280,2,-0.46,-79.31517597,43.70819644,125,2/26/1994,1994,319671.666,4840715.08,1,STONEMANSE CRT
11807,LN1010969,150,CI,135,1914,27,160,2,-0.46,-79.49768805,43.63509783,108,7/24/1993,1993,304966.468,4832585.91,1,WELLS HILL AVE
