Pipe ID ,Pipe Identification,Pipe Diameter,Pipe Material,Pipe Roughness,Pipe Construction Year,Age ,Pipe Measured Length,Degradation rate,Effect factor,X_Coordinates,Y_Coordinates,Elevation_(m) with Sea level,BREAK_DATE,BREAK_YEAR,XCOORD,YCOORD,Break_Count,Pipe Location Description
14683,LN107848,200,PVC,110,1989,101,97.7,1.5,1.02,-79.54797933,43.64322947,135.9629171,2/13/1995,1995,300907.914,4833473.48,3,STARSPRAY BLVD
14706,LN1354199,150,None,95,1876,101,71.72,2,1.02,-79.3684518,43.79235834,161,2/3/2008,2008,315370.031,4850058.514,3,ROSE AVE
15349,LN2449634,350,CI,95,1958,101,150,2,1.02,-79.35197836,43.67747423,116,10/20/2012,2012,316732.089,4837295.044,3,KIPLING AVE
15393,LN2444292,150,DIP,95,1975,101,0.1,2,1.02,-79.57785759,43.73692255,156,12/15/1999,1999,298501.593,4843883.675,3,GIARDINO CRT
15543,LN3008469,150,CI,95,1929,101,171.1,2,1.02,-79.53315734,43.58857758,80,12/3/2004,2004,302119.806,4827409.93,3,BESSBOROUGH DR
15597,LN1353650,150,CI,95,1910,101,158.2,2,1.02,-79.19646363,43.76620647,133.6168411,12/25/1993,1993,329224.449,4847183.831,3,NORTHCLIFFE BLVD
15648,LN17275,150,CI,95,1974,101,234.9,2,1.02,-79.41874278,43.7920796,189.3027425,10/20/1992,1992,311321.391,4850029.473,3,FAIRLAWN AVE
15695,LN1353522,150,CI,95,1915,101,159.3,2,1.02,-79.42767808,43.63458287,90,7/18/2012,2012,310611.618,4832509.874,3,CARDINAL PL
15849,LN1002325,300,CI,95,1906,101,92.15,2,1.02,-79.58545223,43.72624421,162,1/10/2003,2003,297899.409,4842703.674,3,QUEEN ST W
16163,LN1019702,150,CI,95,1876,101,83.4,2,1.02,-79.27864659,43.70012029,143.4332718,2/12/1995,1995,322616.699,4839817.843,3,ONTARIO ST
16178,LN1010762,150,CI,95,1910,101,18.7,2,1.02,-79.33704186,43.73452775,137,1/22/2004,2004,317913.807,4843626.07,3,CHRISTIE ST
16198,LN10951,150,CI,95,1918,101,97.6,2,1.02,-79.55989601,43.75629092,150,10/19/1993,1993,299963.247,4846043.138,3,EARLSCOURT AVE
16384,LN100201,300,DIP,95,1983,101,209.2,2,1.02,-79.52843632,43.60542901,99,7/5/1998,1998,302491.261,4829278.485,3,BAMBURGH CRCL
16827,LN4033796,150,CI,95,1961,101,114.82,2,1.02,-79.46336196,43.68282092,127.8796297,11/7/1992,1992,307739.762,4837870.132,3,SLATER CRT
16891,LN10717,150,CI,115,1925,101,159.8,1,1.02,-79.49952322,43.7022173,125,12/28/1993,1993,304819.715,4840042.954,3,RUSHTON RD
16896,LN102181,300,DIP,120,1982,101,226.6,1.5,1.700854701,-79.36693347,43.69795622,143,1/31/2014,2014,315488.634,4839562.814,3,MCNICOLL AVE
17191,LN107646,400,CI,95,1962,101,162.3,2,1.02,-79.51608245,43.60120373,90,12/3/2002,2002,303488.05,4828799.795,3,TOYOTA PL
17310,LN3008176,150,CI,95,1926,101,125.8,2,1.02,-79.57538577,43.73248185,156,12/24/2008,2008,298713.165,4843389.884,3,HASSARD AVE
17692,LN101214,150,CI,130,1966,101,9.4,0.75,1.885714286,-79.53882502,43.68167744,149.6001837,9/1/2012,2012,301675.551,4837748.118,3,NEWPORT AVE
18144,LN4032192,300,CI,95,1955,101,249.1,2,1.02,-79.38491734,43.66587999,109,2/15/2004,2004,314053.313,4836007.37,3,MALLARD RD
18279,LN4045590,400,PVC,130,2000,101,15.6,0.75,1.885714286,-79.33692766,43.79451611,177.903543,4/20/2002,2002,317905.954,4850294.674,3,AVONDALE AVE
18310,LN1354517,150,CI,110,1912,101,145.7,1.5,1.02,-79.60748075,43.7442068,170,8/10/1993,1993,296128.367,4844693.237,3,BRIAR HILL AVE
19443,LN1007546,200,CI,95,1912,101,66.98525305,2,1.02,-79.41944194,43.73330474,180,1/30/1994,1994,311271.817,4843499.527,3,YONGE ST
19508,LN2453705,300,AC,95,1948,101,329.5,2,1.02,-79.55464784,43.60702537,109,2/4/2013,2013,300367.462,4829472.875,3,RATHBURN RD
19537,LN102135,200,DIP,95,1980,101,78.42,2,1.02,-79.51476301,43.7603498,183,2/15/1994,1994,303592.002,4846487.17,3,GOLDHAWK TRL
20155,LN1023381,150,CI,95,,101,185.5,2,1.02,-79.35761211,43.71544293,123.894002,2/7/2015,2015,316245.096,4841503.639,3,Main St
20184,LN4031028,300,PVC,95,2001,101,186.3,2,1.02,-79.35809062,43.65268191,78,6/12/2002,2002,316238.99,4834528.552,3,YORK MILLS RD
20544,LN1356767,150,CI,120,1928,101,128.1,1,1.02,-79.26881514,43.70100532,151,9/9/1998,1998,323422.733,4839917.975,3,CASTLE VIEW AVE
20675,LN4020858,150,CI,95,1957,101,50.2,2,1.02,-79.29673334,43.74250686,162,1/9/1996,1996,321155.917,4844526.759,3,RUSCICA DR
21338,LN11602,150,CI,95,1948,101,109.7,2,1.02,-79.45861443,43.74905854,192,4/13/2007,2007,308112.267,4845251.639,3,YORE RD
21507,LN4027617,150,CI,95,1959,101,203,2,1.02,-79.52013126,43.60599113,96,8/28/2006,2006,303157.115,4829345.977,3,STELLA ST
21624,LN4020852,150,DIP,95,1962,101,163.7,2,1.02,-79.57111516,43.75444575,148,5/12/1991,1991,299055.056,4845846.268,3,WHITMAN ST
22163,LN104914,150,CI,95,1963,101,578.6,2,1.02,-79.60747547,43.74417423,170,8/10/1993,1993,296128.367,4844693.237,3,PORTICO DR
22383,LN1353453,300,PVC,115,1989,101,85.59587316,1,1.02,-79.43173797,43.72829417,183,12/14/2002,2002,310281.357,4842943.803,3,HOWARD ST
22703,LN105483,200,CI,95,1958,101,50.18,2,1.02,-79.49869963,43.75149007,175.4353872,8/17/2004,2004,304891.229,4845502.46,3,ORTON PARK RD
23138,LN2445345,200,CI,110,1943,101,67.8,1.5,1.02,-79.58953598,43.70857251,165.5912029,12/14/1990,1990,297569.886,4840742.096,3,PRINCE EDWARD DR S
23490,LN3008894,150,CI,95,1921,101,82,2,1.02,-79.36235681,43.70732148,130.0810657,10/22/1992,1992,315876.749,4840622.791,3,CHISHOLM AVE
23631,LN1355936,200,DICL,95,1977,101,9.89461758,2,1.02,-79.35841654,43.65546474,80,7/31/2000,2000,316202.139,4834857.496,3,GREENWOOD AVE
23828,LN101685,150,DIP,115,1966,101,70.4,1,1.02,-79.41875412,43.63140479,81,12/18/2015,2015,311349.322,4832171.501,3,TREASURE GRV
24030,LN594,150,CI,95,1941,101,131.2,2,1.02,-79.29223718,43.74592456,164,7/24/2005,2005,321528.357,4844918.594,3,LANGMUIR CRES
24309,LN12186,150,CI,110,1921,101,105.4,1.5,1.02,-79.43210385,43.66488749,116,1/19/2002,2002,310259.445,4835880.38,3,BLACKTHORN AVE
24487,LN1356201,150,CI,120,1911,101,13.2,1.5,1.686192469,-79.35894465,43.65895741,84,6/11/2014,2014,316156.12,4835239.82,3,OSSINGTON AVE
25105,LN3001142,150,CI,95,1925,101,13.2,2,1.02,-79.35201214,43.65917406,81,11/13/2013,2013,301285,4851129,3,COSBURN AVE
25198,LN3008984,150,DIP,110,1969,101,211.9,1.5,1.02,-79.41648621,43.77093567,176,12/20/1994,1994,311496.898,4847663.54,3,MIDBURN AVE
25205,LN102968,150,CI,95,1955,101,103.1,2,1.02,-79.55614422,43.64963575,143,3/13/2007,2007,300246.233,4834187.027,3,CROCUS DR
25234,LN1362029,300,CICL,95,1890,101,118.1,2,1.02,-79.47930908,43.71495742,171,1/14/2008,2008,306449.418,4841447.17,3,EASTERN AVE
25591,LN101038,150,CI,110,1967,101,1,1.5,1.02,-79.54644991,43.65915662,142,1/17/1996,1996,301034.718,4835248.963,3,VICTORIA PARK AVE
25601,LN5007,150,CI,110,1921,101,14.7,1.5,1.02,-79.54467382,43.65521341,140,1/27/1994,1994,301185.754,4834812.565,3,KEYWEST AVE
25736,LN1369613,150,CI,95,1921,101,106.2,2,1.02,-79.57819283,43.62830812,123.6506362,5/10/2004,2004,298469.864,4831812.662,3,GLENAYR RD
25893,LN1353595,300,CI,115,1915,101,98.9,1,1.02,-79.53158173,43.77316077,188,2/4/1999,1999,302242.381,4847910.369,3,MANOR RD E
25897,LN1353346,300,CI,95,1915,101,103,2,1.02,-79.3215094,43.78129183,181,1/25/2005,2005,319156.408,4848842.111,3,SOUDAN AVE
26716,LN4033925,300,CI,95,1957,101,130.7,2,1.02,-79.43534257,43.78743451,188,11/5/2000,2000,309998.047,4849502.26,3,SLOANE AVE
26831,LN2444699,150,CI,95,1959,101,173.11,2,1.02,-79.42643087,43.71830725,181,3/4/1993,1993,310700.812,4841829.44,3,FABIAN PL
27156,LN2449487,300,AC,95,1976,101,372.4,2,1.02,-79.38417146,43.64924846,87,2/8/1997,1997,314119.253,4834136.663,3,EGLINTON AVE W
27367,LN2449502,300,CI,95,1964,101,62.73,2,1.02,-79.26977197,43.78268723,176,12/31/1998,1998,323308.365,4849006.351,3,BERGAMOT AVE
27400,LN101605,150,DIP,120,1968,101,55.16,1,1.02,-79.35497788,43.79264939,188,7/16/2002,2002,316454.127,4850096.712,3,BOARHILL DR
27430,LN1352596,150,CI,95,1876,101,156.4727078,2,1.02,-79.51802167,43.69330161,128,12/20/1990,1990,303337.025,4839040.368,3,CHESTNUT ST
27512,LN1013993,150,PVC,110,1993,101,116.5,1.5,1.02,-79.55909659,43.75152227,149,1/4/1997,1997,300027.734,4845512.898,3,BROCKTON AVE
27660,LN1016980,150,CICL,120,1877,101,1.2,1,1.02,-79.54469614,43.63205878,126.5891683,5/10/2007,2007,301191.62,4832237.877,3,CLAREMONT ST
27715,LN2450809,150,CI,95,1962,101,189.5,2,1.02,-79.41212161,43.76572041,176,1/2/2001,2001,311874.031,4847089.471,3,WATERFORD DR
27825,LN1352591,150,CI,95,1913,101,92.5,2,1.02,-79.23612485,43.72443362,178.8410409,4/14/1995,1995,326039.064,4842532.006,3,BRANDON AVE
28156,LN106647,200,AC,110,1954,101,124.4,1.5,1.02,-79.39017606,43.75012154,164,9/6/1994,1994,313640.494,4845361.663,3,LAWSON RD
28311,LN1355926,150,CI,95,1922,101,266.6,2,1.02,-79.30626755,43.70057871,124,1/26/2007,2007,320391.672,4839852.795,3,BROOKDALE AVE
28336,LN1357444,300,CI,130,1887,101,87.4,0.75,1.885714286,-79.30727827,43.70233339,120,12/29/2000,2000,320311.327,4840061.703,3,BLOOR ST W
28347,LN1357218,300,CI,95,1884,101,276.4,2,1.02,-79.29892654,43.70469941,125,1/17/1992,1992,320987.672,4840321.546,3,GERRARD ST E
28686,LN1012685,150,CI,95,1928,101,14.2,2,1.02,-79.25038167,43.70599838,157,9/11/2006,2006,324890.149,4840472.262,3,GLEN RD
29121,LN2446524,150,CI,130,1954,101,162.8,0.75,1.885714286,-79.56087617,43.65086882,145,1/15/1990,1990,299870.931,4834324.078,3,MAYLAND AVE
29151,LN1355651,150,CICL,95,1924,101,116.4,2,1.02,-79.57984331,43.63395987,130,2/27/2005,2005,298328.232,4832442.824,3,GLENLAKE AVE
29285,LN4033840,150,CI,110,1962,101,282.1,1.5,1.02,-79.347995,43.68757652,120,7/2/2014,2014,317049.738,4838417.51,3,CROSSEN DR
29297,LN4036462,300,CI,95,1964,101,89.1,2,1.02,-79.34681102,43.6840562,119,9/30/2015,2015,317136.482,4838012.419,3,WILSON AVE
29355,LN1013083,150,CI,115,1943,101,10.4,1,1.02,-79.37324153,43.65381249,85,3/4/2009,2009,315011.829,4834666.077,3,CRUIKSHANK AVE
29369,LN2451621,250,DIP,95,1971,101,77.5,2,1.02,-79.36165832,43.74000308,149,12/26/1998,1998,315931.57,4844225.113,3,HUMBER COLLEGE BLVD
29381,LN2449950,200,CI,110,1946,101,184,1.5,1.02,-79.38965931,43.7489766,161,1/9/1997,1997,313679.401,4845232.061,3,ROYAL YORK RD
29458,LN106667,300,AC,110,1958,101,286.9,1.5,1.02,-79.4395193,43.72419787,185,2/16/1993,1993,309659.566,4842462.927,3,ELLESMERE RD
29461,LN1350597,150,CI,95,1911,101,450.5,2,1.02,-79.29686686,43.68970403,128.0671295,3/7/2014,2014,321176.524,4838666.841,3,RYDING AVE
29548,LN1357795,150,CI,95,1966,101,296.9,2,1.02,-79.3996092,43.74012605,124.8785881,11/20/2000,2000,312877.614,4844244.706,3,STRATHMORE BLVD
29669,LN109686,200,DIP,120,1976,101,8,1,1.02,-79.26071809,43.70994914,160,3/9/1995,1995,324066.595,4840902.958,3,WAYSIDE AVE
29731,LN4021230,150,CI,95,1962,101,159.7,2,1.02,-79.38921727,43.64940113,88.53148871,1/29/2005,2005,313710.11,4834174.098,3,ABITIBI AVE
29844,LN10507,150,CI,110,1924,101,194.1,1.5,1.02,-79.21200984,43.76529975,140,11/17/2015,2015,327975.075,4847071.611,3,CAMERON AVE
30089,LN4032998,150,CI,95,1955,101,135.4,2,1.02,-79.34867876,43.73609278,147,3/17/2001,2001,316978.162,4843805.663,3,ALLADIN AVE
30302,LN2448889,300,CI,95,1963,101,242.1,2,1.02,-79.36272459,43.65167003,79,1/28/1991,1991,315864.856,4834406.683,3,CAVERLEY DR
30588,LN2451040,150,DIP,95,1976,101,167,2,1.02,-79.50187069,43.60431692,84,6/18/1996,1996,304634.009,4829150.571,3,MAIDACROFT PL
30724,LN2449649,200,CI,115,1947,101,140.870178,1,1.02,-79.47656592,43.63207266,80.62209204,11/16/2011,2011,306663.093,4832239.783,3,ISLINGTON AVE
31178,LN2002061,250,UNK,130,1970,101,3.6,0.75,1.885714286,-79.51438513,43.62307041,106,7/29/2005,2005,303616.67,4831237.651,3,SULTAN POOL DR
31224,LN105797,200,PVC,95,1989,101,99.7,2,1.02,-79.36870307,43.65223747,82,9/20/1999,1999,315372.271,4834468.295,3,KEELER BLVD
31392,LN1356603,150,CI,95,1914,101,132.2,2,1.02,-79.26795507,43.73237551,166,2/8/2009,2009,323480.934,4843395.223,3,GOLDEN AVE
31462,LN2445571,150,CI,130,1956,101,110.42,0.75,1.885714286,-79.44578012,43.78605914,189,8/5/2009,2009,309148.157,4849346.086,3,LORENE DR
31767,LN4022009,150,CI,110,1958,101,382.2,1.5,1.02,-79.50968202,43.72492721,132,6/1/2011,2011,304002.116,4842564.176,3,DALESIDE CRES
31857,LN1358746,150,CI,95,1874,101,84.5,2,1.02,-79.33888102,43.654875,76,4/24/1998,1998,317780.666,4834781.696,3,BAY ST
32141,LN103967,300,CI,130,1958,101,207.6,0.75,1.885714286,-79.41356508,43.66456697,113,2/13/1994,1994,311755.324,4835849.756,3,LAWRENCE AVE E
32219,LN4036383,200,PVC,95,1997,101,164.3,2,1.02,-79.49559883,43.63577178,104.0757186,1/8/2003,2003,305141.662,4832644.177,3,GLENCAIRN AVE
32465,LN1022065,150,CI,95,1907,101,165.7,2,1.02,-79.24153189,43.72346309,177.6358954,1/9/2004,2004,325612.898,4842423.839,3,DANFORTH AVE
32782,LN1011104,150,CI,95,1909,101,70.4,2,1.02,-79.52081518,43.67341806,125,2/9/1995,1995,303102.591,4836826.089,3,DAVENPORT RD
221,LN3009399,150,CI,95,1924,102,106.3,2,1.04,-79.25699321,43.7701722,166,12/2/1997,1997,324340.123,4847613.964,3,PLAINS RD
280,LN2006289,150,CI,95,1924,102,160.8,2,1.04,-79.53128018,43.6624539,146,1/14/2012,2012,302273.41,4835616.527,3,HOLBROOKE AVE
668,LN2445976,300,CI,95,1924,102,29.5,2,1.04,-79.22523059,43.75988513,159,1/27/1998,1998,326900.092,4846470.394,3,THE QUEENSWAY
959,LN13149,150,CI,95,1924,102,36.8,2,1.04,-79.52452623,43.68571298,142,9/11/1999,1999,302803.795,4838206.34,3,WINONA DR
1275,LN1351910,400,CI,95,1924,102,254.2,2,1.04,-79.5099752,43.70558878,129,3/26/2015,2015,303985.277,4840417.055,3,STEPHENSON AVE
1429,LN2006921,300,CI,95,1924,102,4.9,2,1.04,-79.35245957,43.65395011,77,1/5/2006,2006,316671.362,4834676.293,3,PRINCE EDWARD DR N
1633,LN1355356,150,CI,95,1924,102,138.5,2,1.04,-79.44403474,43.79086713,192,10/17/2016,2016,309287.647,4849879.85,3,RAWLINSON AVE
2095,LN100509,200,DIP,95,1967,102,203.6,2,1.04,-79.31701561,43.72760628,135,11/25/1995,1995,319526.27,4842876.067,3,GLENDOWER CRCT
2171,LN1360115,150,CI,95,1923,102,92.6,2,1.04,-79.30660748,43.77434912,185,1/8/1994,1994,320348.873,4848060.233,3,ORIOLE PKWY
2225,LN104959,150,CI,95,1957,102,68.39892438,2,1.04,-79.56916337,43.7562735,154,6/11/1999,1999,299217.468,4846024.192,3,ROCHMAN BLVD
2226,LN1359106,150,CI,95,1923,102,206.1,2,1.04,-79.48097984,43.70111111,140,2/20/1991,1991,306329.149,4839916.374,3,LASCELLES BLVD
2768,LN3009091,300,CI,95,1946,102,100,2,1.04,-79.20911048,43.77244771,144,1/15/2005,2005,328200.06,4847887.781,3,ST CLAIR AVE E
3403,LN17520,200,CI,95,1955,102,10.9,2,1.04,-79.28351703,43.74438696,167,2/20/2000,2000,322221.915,4844737.86,3,WESTON RD
3877,LN1008699,300,CI,95,1911,102,439.6,2,1.04,-79.21790132,43.80215369,167,5/31/1990,1990,327493.258,4851167.234,3,CALEDONIA PARK RD
3893,LN1359442,150,CI,95,1909,102,260.3,2,1.04,-79.52419189,43.75601309,175,10/5/1998,1998,302832.296,4846020.729,3,GLENDALE AVE
3924,LN106478,150,DIP,95,1974,102,85.4,2,1.04,-79.40096736,43.7672602,178,3/16/2003,2003,312753.022,4847275.391,3,SNOWBALL CRES
4213,LN12852,150,CI,95,1918,102,170,2,1.04,-79.44076598,43.76551013,182,1/31/2005,2005,309557.933,4847067.009,3,ATLAS AVE
4390,LN4021849,150,CI,95,1970,102,99.3,2,1.04,-79.44706438,43.74410663,189,11/3/2003,2003,309046.775,4844688.411,3,RADINE RD
4444,LN4019708,150,DIP,95,1967,102,135.1,2,1.04,-79.37721466,43.7724633,163,1/17/2007,2007,314660.764,4847839.239,3,ARGONNE CRES
4657,LN2445507,300,CI,95,1964,102,107.3,2,1.04,-79.54457474,43.63984179,132.2412079,3/15/1995,1995,301188.902,4833097.157,3,SILVERSTONE DR
4712,LN2445821,150,CI,95,1948,102,257.92,2,1.04,-79.56121518,43.73542385,151,2/3/2001,2001,299853.539,4843710.476,3,JOPLING AVE N
4914,LN107585,300,DIP,95,1980,102,75.7,2,1.04,-79.41160026,43.76326391,174.9190745,4/18/1994,1994,311906.578,4846806.734,3,MCNICOLL AVE
5062,LN100630,150,DIP,95,1966,102,42.8,2,1.04,-79.37636936,43.64586416,76,8/30/1990,1990,314764.078,4833780.663,3,KENMANOR BLVD
5127,LN1369796,150,CI,95,1928,102,2.1,2,1.04,-79.28944026,43.69281206,125.4588459,3/10/2015,2015,321754.387,4839005.441,3,MACLENNAN AVE
5337,LN109279,,UNK,95,1975,102,6.6,2,1.04,-79.48917573,43.71260647,144,12/23/1990,1990,305644.692,4841182.468,3,SANDHURST CRCL
5363,LN1360579,300,CI,110,1897,102,29.8,1.5,1.04,-79.27158386,43.71052662,155,11/24/2010,2010,323181.857,4840975.094,3,BAY ST
5746,LN4029958,300,CI,110,1955,102,162.9,1.5,1.04,-79.24144521,43.72092256,173,4/9/2002,2002,325618.082,4842135.468,3,CALEDONIA RD
5874,LN105735,300,DIP,130,1969,102,187.5,0.75,1.914285714,-79.35716724,43.74981988,135,5/3/1992,1992,316300.865,4845329.811,3,PORT UNION RD
6392,LN1358688,150,CI,95,1914,102,163.4,2,1.04,-79.55661613,43.71846085,143,1/24/2000,2000,300216.92,4841837.026,3,MACKLEM AVE
6404,LN2453475,150,CI,95,1963,102,3.7,2,1.04,-79.45075686,43.64175344,88,5/26/2003,2003,308756.799,4833314.796,3,EVANS AVE
6503,LN102521,150,CI,110,1956,102,165.1,1.5,1.04,-79.41975129,43.6568508,102,2/28/1997,1997,311245.175,4834998.31,3,LORD ROBERTS DR
6595,LN106483,150,DIP,95,1972,102,580.1,2,1.04,-79.50539252,43.60112385,84,12/21/2006,2006,304361.477,4828805.108,3,GORSEY SQ
6959,LN4025160,150,DICL,95,1971,102,110.1,2,1.04,-79.20582015,43.7646381,140,2/15/1994,1994,328465.602,4847005.003,3,APACHE TRL
7209,LN4026896,150,CI,95,1956,102,134.4,2,1.04,-79.49019406,43.68868423,124,7/8/1991,1991,305573.695,4838524.475,3,CHELMSFORD AVE
7270,LN61137,300,CI,95,1922,102,303.4910003,2,1.04,-79.33829379,43.69589334,127,1/5/1998,1998,317820.637,4839340.461,3,KINGSTON RD
7639,LN11257,400,PVC,115,2002,102,76.7,1,1.04,-79.37552978,43.7166722,150,3/5/1999,1999,314815.955,4841636.319,3,WESTON RD
7717,LN2451848,300,CI,95,1963,102,96.5,2,1.04,-79.55033981,43.66452406,139,3/4/2013,2013,300732.587,4835829.265,3,HAVERSTOCK LANE
8024,LN4033882,150,CI,95,1952,102,262.26,2,1.04,-79.42540242,43.66438893,113.8215134,11/13/1995,1995,310802.804,4835830.694,3,DEEVALE RD
8380,LN1354539,150,CI,95,1912,102,275.4,2,1.04,-79.39495393,43.77996087,185,12/31/2004,2004,313239.485,4848673.409,3,HIGHVIEW CRES
8851,LN106067,150,DIP,95,,102,301.1,1,1.55,-79.21882581,43.74317775,158,3/31/1995,1995,327427.379,4844629.44,3,JOHN STONER DR
9143,LN105827,300,CI,95,1972,102,186.7,2,1.04,-79.43488525,43.63394355,87,3/20/1992,1992,310033.487,4832448.958,3,NEILSON RD
9381,LN3008348,150,CI,130,1940,102,438.9690977,0.75,1.914285714,-79.52905025,43.66038517,144,3/1/1990,1990,302453.434,4835386.981,3,HILLSIDE DR
9397,LN104188,150,CI,115,1959,102,95.7,1,1.04,-79.43022079,43.77655174,187,8/8/2015,2015,310410.998,4848281.233,3,SLOLEY RD
9739,LN102319,150,CI,130,1925,102,91.3,0.75,1.914285714,-79.57381388,43.6664379,147.4856596,2/7/2003,2003,298826.007,4836055.943,3,WARDEN AVE
10151,LN1020644,150,CI,95,1907,102,16.7,2,1.04,-79.36277587,43.79815174,168.2358862,3/4/2014,2014,315848.51,4850670.337,3,GALT AVE
10325,LN1358346,300,CI,95,1920,102,201.9,2,1.04,-79.49997994,43.70677402,126,12/21/2011,2011,304781.682,4840536.869,3,COMMISSIONERS ST
10822,LN4026759,150,CI,95,1963,102,200.3,2,1.04,-79.48883265,43.68549525,124,8/12/2004,2004,305675.61,4838169.577,3,YONGE ST
11482,LN4030725,150,PVC,95,1980,102,421.08,2,1.04,-79.37804403,43.65272379,87.03009312,1/23/1991,1991,314615.874,4834527.602,3,FESTIVAL DR
11824,LN1001157,300,CI,95,1890,102,89.1,2,1.04,-79.40603302,43.71735439,170,2/6/2005,2005,312352.122,4841729.255,3,QUEEN ST E
11844,LN4031135,300,CI,95,1959,102,0.4,2,1.04,-79.47551399,43.66636507,118,1/3/2007,2007,306755.59,4836047.226,3,FINCH AVE W
11864,LN1359784,150,CI,95,1921,102,233.4,2,1.04,-79.55329957,43.66417199,141,2/12/1994,1994,300486.346,4835805.084,3,GLENAYR RD
11925,LN2453932,150,PVC,120,1982,102,108.6,1,1.04,-79.54249532,43.75230479,150,11/19/2012,2012,301360.413,4845605.151,3,GLEN HOLLOW AVE
12149,LN1354329,200,PVC,95,1998,102,110,2,1.04,-79.51811616,43.74405451,160,4/14/1993,1993,303324.924,4844678.903,3,ROSEDALE HEIGHTS DR
12388,LN107214,150,DIP,95,1978,102,131.9,2,1.04,-79.54470144,43.67842178,161.7570155,12/28/1991,1991,301185.049,4837369.68,3,HIGGINS PL
12524,LN2453509,150,CI,110,1953,102,150,1.5,1.04,-79.51745128,43.66146622,122,12/31/2000,2000,303370.767,4835497.878,3,LANOR AVE
12802,LN4032576,150,PVC,95,1999,102,127.3,2,1.04,-79.44878968,43.65971188,114,1/30/2009,2009,308914.217,4835321.051,3,FERRAND DR
13112,LN1350249,150,CI,110,1912,102,2.1,1.5,1.04,-79.22023506,43.73840152,158,7/16/1990,1990,327323.573,4844073.35,3,LIBERTY ST
13331,LN1356343,150,CI,120,1908,102,135.5,1,1.04,-79.41631078,43.65860408,110,4/4/2003,2003,311539.225,4835189.492,3,GLENLAKE AVE
13362,LN2453155,300,CI,95,1930,102,92.7,2,1.04,-79.26581847,43.72740996,154.8934016,2/20/1990,1990,323653.6,4842856.06,3,THE QUEENSWAY
13432,LN1008309,200,CI,95,1919,102,9.1,2,1.04,-79.52992141,43.59893574,95,1/22/1992,1992,302364.361,4828554.803,3,ST CLAIR AVE W
13556,LN2400400,500,CONP,95,1964,102,0.62,2,1.04,-79.42360708,43.72672846,177.1224537,1/23/2004,2004,310950.562,4842759.072,3,MARTIN GROVE RD
13585,LN2001427,150,CI,95,1956,102,3.7,2,1.04,-79.41504733,43.74136405,173,6/26/1992,1992,311630.928,4844388.784,3,LORENE DR
13933,LN105286,300,PVC,130,1985,102,10.2,0.75,1.914285714,-79.22895609,43.75607976,152,2/5/2002,2002,326602.8,4846050.002,3,WESTLAKE RD
14525,LN2451023,300,CI,120,1964,102,162.99,1.5,1.724137931,-79.30689351,43.69678875,126,2/3/1993,1993,320345.497,4839457.893,3,WINCOTT DR
14577,LN107507,150,PVC,95,1987,102,128.7,2,1.04,-79.43299376,43.67531368,131,4/11/2005,2005,310182.987,4837059.967,3,SENATOR BLVD
15031,LN4036149,200,PVC,95,2000,102,68.5,2,1.04,-79.36704022,43.70923591,133,12/1/1999,1999,315512.912,4840824.877,3,Gatesgill Cres
15251,LN4015537,150,CI,110,1965,102,42.4,1.5,1.04,-79.62599306,43.7421744,171,5/21/1999,1999,294638.01,4844477.287,3,EALING DR
15302,LN4026457,300,CI,120,1961,102,186.7734055,1.5,1.724137931,-79.54625386,43.67471834,155,3/7/2002,2002,301053.532,4836976.3,3,SHAUGHNESSY BLVD
15412,LN1350770,300,CI,95,1876,102,63.2,2,1.04,-79.35777227,43.66061224,84.89623545,1/17/2014,2014,316226.54,4835428.094,3,QUEEN ST W
15477,LN105748,150,DIP,95,1967,102,229.9,2,1.04,-79.42605226,43.69320505,169,9/29/2005,2005,310751.454,4839015.852,3,HIGHCASTLE RD
15600,LN4033106,400,CI,95,1963,102,448.2502009,2,1.04,-79.5198326,43.72467469,133.546642,1/4/1991,1991,303197.743,4842532.411,3,JANE ST
16366,LN1356652,150,CI,95,1907,102,215.9,2,1.04,-79.51607663,43.7117356,133,9/17/2003,2003,303499.801,4841090.975,3,HOWARD PARK AVE
16423,LN2448784,200,PVC,95,1997,102,139.06,2,1.04,-79.40203188,43.7698243,183,5/15/2013,2013,312681.139,4847563.454,3,Brown's Line
17622,LN1000804,150,CI,95,1926,102,13.6,2,1.04,-79.26420521,43.76224884,164,11/27/1994,1994,323769.392,4846726.614,3,QUEEN ST E
17770,LN104846,200,CI,95,1951,102,236.1,2,1.04,-79.43082262,43.7598102,177,3/12/2004,2004,310360.212,4846425.838,3,CEDAR BRAE BLVD
18224,LN2449312,150,CI,95,1954,102,152.170719,2,1.04,-79.38963151,43.77951001,177.4420194,11/1/1995,1995,313659.485,4848623.207,3,CHARTWELL RD
18369,LN1025096,600,CI,95,,102,5.30968982,2,1.04,-79.54194444,43.74131657,142,1/15/1996,1996,301413.506,4844388.848,3,YONGE ST
18549,LN1355138,150,DICL,95,1978,102,106.2,2,1.04,-79.24180895,43.78644134,160,12/13/2013,2013,301285,4851129,3,JENOVES PL
18938,LN1358743,300,CI,95,1929,102,235.65,2,1.04,-79.26778136,43.68535958,126,11/23/2003,2003,323507.559,4838183.648,3,FLEET ST
